id,UR,TI,PY,KW,ABEN,ABPT
25,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100703&lang=pt,Uso do BBC micro: bit como acelerômetro em atividades experimentais para o ensino de física,2022,Acelerômetro # Atividades Experimentais # Laboratório de Física # Accelerometer # Experimental Activities # Physics Laboratory,"This work investigated the feasibility of using the BBC micro: bit internal accelerometer in experimental activities. Two experiments were used for tests, which dealt with Newton’s Second Law and the Rotation motion. In both, the objective was to directly evaluate the acceleration and thus analyze the data through descriptive statistics and graphical analysis, generating results that will serve as a reference for students in the laboratory, in addition to clarifying concepts of visualization and comprehension. The results obtained help to better understand what really happens in acceleration movements and can help to reorganize experimental activities for the teaching of Physics.","Este trabalho investigou a viabilidade de utilização do acelerômetro interno do BBC micro bit em atividades experimentais. Dois experimentos foram utilizados para testes, sendo que esses tratavam da Segunda Lei de Newton e do movimento de Rotação. Em ambos o objetivo foi medir de forma direta a aceleração e com isso analisar os dados através de estatística descritiva e análises gráficas, gerando resultados que servirão de referencial para alunos em laboratório, além de esclarecer conceitos de difícil visualização e compreensão. Os resultados obtidos auxiliam a compreender melhor o que realmente ocorre nos movimentos de aceleração e podem auxiliar na reorganização de atividades experimentais para o ensino de Física."
26,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100607&lang=pt,Modelo teórico para levantamento e organização de subsunçores no âmbito da Aprendizagem Significativa,2022,Teoria da Aprendizagem Significativa # Levantamento de Subsunçores # Organização de Subsunçores # Inferências fuzzy # Modelo teórico # Meaningful Learning Theory # Subsumers Investigation # Advanced Organizers # Fuzzy Thinking # Theoretical Model,"A Teoria da Aprendizagem Significativa apresenta duas etapas absolutamente cruciais para que se atinja o objetivo de se ensinar significativamente. O levantamento de subsunçores, seguido de sua organização avançada, são condições de possibilidade para que a aprendizagem possa romper a barreira de uma ocorrência meramente mecânica, voltada para memorizações efêmeras, atingindo níveis sofisticados de (re)significação cognitiva. Entretanto, tais etapas são muito frequentemente desconsideradas, mesmo por aqueles que assumem, explicitamente, esse referencial teórico. O levantamento de subsunçores, em particular, se mostra eivado de subjetividades da parte de quem organiza a aprendizagem, o que traz a dificuldade extra de se poder estabelecer comparações entre levantamentos de subsunçores por diferentes professores. A etapa de organização avançada, por sua vez, sugere uma abordagem de ensino personalizado, visto que as estruturas cognitivas dos estudantes podem diferir, e normalmente o fazem, largamente. Este trabalho busca, portanto, apresentar uma metodologia que ataca ambos problemas. Sem descurar da subjetividade inerente do levantamento de subsunçores, apresenta um consentâneo modelo teórico de formalização, por meio da técnica de inferências fuzzy, apresentando, ainda, sua implementação computacional. Aborda-se, ainda, a questão da personalização do ensino a partir dessa metodologia.","A Teoria da Aprendizagem Significativa apresenta duas etapas absolutamente cruciais para que se atinja o objetivo de se ensinar significativamente. O levantamento de subsunçores, seguido de sua organização avançada, são condições de possibilidade para que a aprendizagem possa romper a barreira de uma ocorrência meramente mecânica, voltada para memorizações efêmeras, atingindo níveis sofisticados de (re)significação cognitiva. Entretanto, tais etapas são muito frequentemente desconsideradas, mesmo por aqueles que assumem, explicitamente, esse referencial teórico. O levantamento de subsunçores, em particular, se mostra eivado de subjetividades da parte de quem organiza a aprendizagem, o que traz a dificuldade extra de se poder estabelecer comparações entre levantamentos de subsunçores por diferentes professores. A etapa de organização avançada, por sua vez, sugere uma abordagem de ensino personalizado, visto que as estruturas cognitivas dos estudantes podem diferir, e normalmente o fazem, largamente. Este trabalho busca, portanto, apresentar uma metodologia que ataca ambos problemas. Sem descurar da subjetividade inerente do levantamento de subsunçores, apresenta um consentâneo modelo teórico de formalização, por meio da técnica de inferências fuzzy, apresentando, ainda, sua implementação computacional. Aborda-se, ainda, a questão da personalização do ensino a partir dessa metodologia."
27,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100701&lang=pt,"Experimentos portáteis para aula sobre indução eletromagnética, geradores e motores",2022,Experimento Portátil # Metodologia ISLE # Motores elétricos # Portable Experiment # ISLE Methodology # Electric Motors,"In this paper we will present a portables experiments in order to approach the concepts of electromagnetic induction to Basic Education students. The materials used to perform the experiments are easy to acquire, and the set of them can be purchased in the form of an experimental kit, easily transportable. The proposal is that students learn the concepts through classroom discussion and the execution of experiments, with greater emphasis on interactive classes over lectures. For this, we were inspired by the methodology developed by the group from Rutgers University, led by Professor Eugenia Etkina. The foundation of this proposal is that student’s study and learn physical concepts similar to the way scientists work to setup scientific knowledge. Such methodology was called “Investigative Science Learning Environment” (ISLE). In this method, students are introduced to the scientific method, in high school, in a concrete way where observation, proposition and refutation of hypotheses are fundamental for creating a model for the physical phenomenon studied. To evaluate the methodology and use of the portable experiment, we present a proposal for a didactic sequence to be applied to a twelve-year high school class.","Neste trabalho, apresentaremos experimentos portáteis no intuito de abordar os conceitos da indução eletromagnética com alunos do Ensino Básico. Os materiais utilizados para a realização dos experimentos são de fácil aquisição e o conjunto deles pode ser adquirido na forma de um kit, facilmente transportável. A proposta é que os alunos aprendam os conceitos por meio de discussão em sala e da execução de experimentos. Para isso, será dado maior destaque às aulas interativas em detrimento das expositivas. Assim, nos inspiramos na metodologia desenvolvida pelo grupo da Universidade de Rutgers, liderado pela professora Eugenia Etkina. A fundamentação dessa proposta é que os alunos estudem e aprendam os conceitos físicos de forma semelhante à forma que os cientistas trabalham para construir o conhecimento científico. Tal metodologia foi denominada “Investigative Science Learning Environment” (ISLE). Desta feita, os alunos são apresentados ao método científico, ainda no Ensino Médio, de forma concreta, em que a observação, a proposição e a refutação de hipóteses são fundamentais para a criação de um modelo para o fenômeno físico estudado. Para avaliar a metodologia e os experimentos portáteis, apresentamos uma proposta de sequência didática a ser aplicada em uma turma da terceira śerie do Ensino Médio."
28,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100715&lang=pt,Desenvolvimento e utilização de um aplicativo móvel brasileiro para videoanálise: “Videoanalisando”,2022,Videoanálise # Videoanalisando # Programa Videoanalisando # Software Videoanalisando # Ensino de Física # Videoanalysis # Videoanalisando # App Videoanalisando # Videoanalisando Software # Physics Teaching,"The objective of this work is to present the program “Videoanalisando”, a video analysis software that was developed in Brazil. It seeks to contextualize the subject and to make some broad considerations regarding videoanalysis in physics teaching, given the Brazilian scenario. We discuss certain fundamental aspects related to the development of the project, which relates to a doctorate thesis project (in the Brazilian context of the emerging “professional doctorates”). An initial validation procedure of the software is also described, based on the in-classroom use of the program, and including a comparison between “Videoanalisando” and the well-known software Tracker. We therefore demonstrate that the software “Videoanalisando” has the potential to support in-classroom experimental activities using mobile phones and tablets. The software is freely available for the Android platform and, because it is originally available in Portuguese, it has the potential to contribute to Physics Teaching in Brazil.","O objetivo deste trabalho é apresentar o programa “Videoanalisando”, um software para videoanálise que foi desenvolvido no Brasil. Busca-se contextualizar o tema e tecer algumas considerações a respeito da videoanálise no ensino de Física, no cenário nacional. São discutidos alguns aspectos fundamentais relativos ao desenvolvimento do projeto, associado ao produto de um doutorado profissional. Descreve-se ainda um procedimento inicial de validação, baseado na utilização do programa em sala de aula e na comparação entre o “Videoanalisando” e o bastante conhecido programa Tracker. Demonstra-se que o “Videoanalisando” tem potencial para ser utilizado em atividades experimentais em sala de aula, por meio de telefones celulares e tablets. Além de estar livremente disponível para a plataforma Android, seu uso é facilitado no Brasil, por se tratar de um programa em língua portuguesa."
29,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100717&lang=pt,Stellector: um explorador do céu noturno guiado por laser para o ensino de astronomia,2022,ensino de astronomia # obervação a olho nu # laser # dispositivo didático # Astronomy teaching # naked eye observation # laser # didatic device,"We present a device, created by us and named Stellector, composed by a laser pointer which is precisely guided by two step motors with the purpose to explore and teach astronomy concepts having the real night sky in the background. The electronic part is made of low cost items and the mechanical part is 3D printed. The controller software is written in HTML/Javascript language in order to run in any portable communication device, such as smartphones and tablets. Communication with the Stellector hardware is via Bluetooth standard. These characteristics ensure the necessary portability and autonomy for outdoor astronomy teaching activities. In this work, we sketch the Stellector design and its mode of operation. We also illustrate some teaching activities involving basic astronomy concepts through night sky observations. Finally, we discuss the device limitations, its accuracy and further improvements.","Apresentamos um dispositivo desenvolvido por nós, chamado Stellector, composto por um apontador laser que é precisamente guiado por dois motores de passo com o objetivo de explorar e ensinar conceitos astronômicos tendo o céu noturno como pano de fundo. A parte eletrônica é composta por itens de baixo custo e a parte mecânica é confeccionada em impressora 3D. O software de controle é escrito em linguagem HTML/Javascript de modo a poder rodar em qualquer dispositivo de comunicação portátil, tais como smartphones e tablets. A comunicação com o hardware do Stellector é via padrão bluetooth. Essas características garantem a portabilidade e autonomia necessárias para atividades de ensino de astronomia a céu aberto. Neste trabalho, esboçamos a estrutura e modo de operação do Stellector. Também ilustramos algumas atividades envolvendo conceitos astronômicos básicos através da observação do céu noturno. Por fim, discutimos as limitações, a precisão e as futuras melhorias do dispositivo."
30,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100601&lang=pt,A gamificação como design instrucional,2022,Design instrucional # gamificação # aprendizagem baseada em games # ensino de ciências # Instructional design # gamification # game-based learning # science teaching,"This article presents an instructional design for the development, application, evaluation, and redesign of teaching and learning sequences and learning environments based on gamification strategies. Unlike the Game Based Learning (GBL) methodology, which consists of the use of entertainment and/or educational games as a didactic practice, gamification uses game design, game-thinking, and game mechanics, but does not aim at game development. Gamification in education uses all the game’s design principles and game elements to motivate and engage students in the teaching and learning process. In this sense, motivational theories constitute an important ingredient in the construction of a gamified system. A brief excerpt from ABG is made, covering science games that are used in the classroom. Central ideas of gamification and some motivational models that contribute to sustained engagement are discussed. Within this approach, an instructional design is proposed along at the spirit of the Design-Based Research (DBR). Examples of application of gamification in the multiplayer classroom environment are presented.","Este artigo apresenta um design instrucional para o desenvolvimento, aplicação, avaliação e redesign de sequências de ensino e aprendizagem e ambientes de aprendizagem baseado na estratégia da gamificação. Ao contrário da metodologia de Aprendizagem baseada em Games (ABG) que consiste no uso de games de entretenimento e/ou educacionais como prática didática, a gamificação usa o design de games, o game-thinking e a mecânica dos games, mas não visa ao desenvolvimento de games. A gamificação na educação utiliza princípios e elementos do game para motivar e engajar os alunos no processo de ensino e aprendizagem. Nesse sentido, teorias motivacionais constituem um importante ingrediente na construção de um sistema gamificado. É feito um breve recorte da ABG, abordando games de ciências que são usados na sala de aula. Ideias centrais da gamificação e alguns modelos motivacionais que contribuem para o engajamento sustentado são discutidas. Baseado nesse referencial, um design instrucional é proposto na linha da Design-based Research (DBR). Exemplos de aplicação da gamificação no ambiente de sala de aula de multijogadores são apresentados."
31,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100605&lang=pt,Motivação e eficiência em estratégias de ensino de física no nível médio,2022,Motivação # Física # Ensino médio # Estratégias de ensino # Motivation # Physics # High school # Teaching strategies,"This study aims at analyzing how the students evaluate the five teaching strategies that have been chosen and used by the teachers in the Physics classes. In addition to verifying which strategies are considered more motivating and efficient, it aims at explaining students’ motivational orientation. The instrument used consisted of closed questions, answered by a Likert scale, and open ones. The analysis of the data is based on the Content Analysis developed by Bardin. It was verified that the teaching strategy considered the most motivating is the laboratory practical class, while the most efficient ones are the problem/exercises solving class and the expository class whit whiteboard. Regarding motivational orientation, the data indicate that the motivation presented by the students has elements in a broad spectrum, involving different categories of intrinsic and extrinsic motivation.","O presente estudo teve como objetivo analisar como os alunos avaliam as cinco estratégias de ensino escolhidas e utilizadas pelos professores nas aulas de Física. Além de verificar quais as estratégias eles consideram mais motivadoras e mais eficientes, buscamos explicitar a orientação motivacional dos mesmos. O instrumento utilizado foi constituído por questões fechadas, respondidas por meio de uma escala Likert, e questões abertas, dissertativas. Para a análise dos dados da pesquisa nos baseamos na Análise de Conteúdo, desenvolvida por Bardin. Verificamos que a estratégia de ensino considerada a mais motivante é a aula prática de laboratório, enquanto as mais eficientes são a aula de resolução de problemas/exercícios e a aula expositiva com quadro branco. No que se refere à orientação motivacional, os dados indicam que a motivação apresentada pelos alunos possui elementos em um amplo espectro, envolvendo diferentes categorias de motivação intrínseca e de motivação extrínseca."
32,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100603&lang=pt,Ensino de física em tempos de pandemia: Instrução remota e desempenho acadêmico,2022,ensino remoto # ensino superior # ensino de física # desempenho acadêmico # Covid-19 # remote teaching # higher education # physics education # academic performance # Covid-19,"We investigate the effect of remote teaching adopted during the Covid-19 pandemic on the academic performance of students in two physics courses, one for undergraduates and the other for graduates. This performance was assessed through a conceptual test on Thermodynamics, a topic addressed in both courses. The test was applied to in-person classes before the Covid-19 pandemic and to remote classes during the pandemic. Comparison of results did not reveal statistically significant differences between the student’s scores in the two periods. Precautions taken to ensure the validity of this analysis are presented and the scope of our conclusions is discussed.","Investigamos o efeito do ensino remoto adotado durante a pandemia de Covid-19 no desempenho acadêmico de estudantes em duas disciplinas de Física, uma de graduação e outra de pós-graduação. Esse desempenho foi avaliado por meio de um teste conceitual sobre Termodinâmica, tema abordado em ambas as disciplinas. O teste foi aplicado em turmas presenciais antes da pandemia e remotas durante a pandemia. A comparação dos resultados não revelou diferença estatisticamente significativa entre os escores dos estudantes nos dois períodos. As precauções tomadas para garantir a validade dessa análise são apresentadas e o alcance das conclusões é discutido."
33,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100707&lang=pt,"Diferentes proposições do princípio da incerteza para posição e momentum: integrando formalismo matemático, fenomenologia e interpretações no ensino da teoria quântica",2022,Princípio da Incerteza # Teoria Quântica # Ensino de Física # Uncertainty Principle # Quantum Theory # Physics Teaching,"The Uncertainty Principle, proposed by the physicist Werner Heisenberg in 1927, is central to the development of Quantum Theory and since its summary assumes a plurality of interpretations, mathematical derivations and mental experiments that seek to explore it in depth. However, textbooks, which play an important role in the training of scientists and science teachers, usually choose to privilege only some of their main aspects and end up limiting the presentation of the Uncertainty Principle in Quantum Theory courses in higher education. In order to increase discussions about the Uncertainty Principle for the variables position and moment and contribute to the Quantum Theory Teaching, throughout this text we present the Uncertainty Principle at three different levels (mathematical formalism, phenomenology and interpretation). We started by rescuing, in a didactic way, four different historical derivations of the Uncertainty Principle: the Heisenberg and Weyl derivations for the variables position and momentum, and the Robertson and Schrodinger derivations for two observables any A and B. Then, we retake two thought experiments proposed by Heisenberg: the gamma-ray microscope and the electron passing through a slit. Finally, we present the four main schools of interpretation of the Uncertainty Principle.","O Princípio da Incerteza, proposto pelo físico Werner Heisenberg em 1927, possui centralidade no desenvolvimento Teoria Quântica e desde sua formulação assume uma pluralidade de interpretações, derivações matemáticas e experimentos mentais que buscam explorá-lo em profundidade. Entretanto, os livros didáticos, que possuem papel importante na formação de cientistas e professores de ciência, usualmente optam por privilegiar somente alguns de seus principais aspectos, limitando a apresentação do Princípio da Incerteza nos cursos de Teoria Quântica do ensino superior. Com o objetivo de ampliar as discussões sobre o Princípio da Incerteza para as variáveis posição e momentum e contribuir com o Ensino da Teoria Quântica, ao longo deste texto apresentamos o Princípio da Incerteza em três diferentes níveis (formalismo matemático, fenomenologia e interpretação). Começamos resgatando de forma didática quatro diferentes derivações históricas do Princípio da Incerteza as derivações de Heisenberg e Weyl para as variáveis posição e momentum, e as derivações de Robertson e Schrödinger para dois observáveis quaisquer A e B. Em seguida, retomamos dois experimentos mentais propostos por Heisenberg o microscópio de raios-gama e o elétron passando por uma fenda. Por fim, apresentamos quatro principais escolas de interpretação do Princípio da Incerteza."
34,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100705&lang=pt,Potência e força eletromotriz em um gerador didático de corrente alternada,2022,Ensino # Construção # Gerador Elétrico # Força Eletromotriz # Potência # Teaching # Construction # Electric Generator # Electromotive Force # Power,"Electric generators are potential topics to be applied in teaching and learning physics. They are the source of all modern technology and are part of everyday life for students. Therefore, in this work, a didactic alternating current electric generator of low cost, was produced, in which it was possible to approach the generation of electric energy and the relationships between electromotive force, power and current in a resistive circuit. Students can experience through practice and graphical analysis the relationship between these quantities in cases where: (i) there is no load connected to the generator, (ii) the generator rotation frequency is kept constant, (iii) the voltage in the terminals of a resistive load is constant and (iv) the case is that a resistance value is fixed and the generator rotation frequency increases. All experimental data agree with the theories of electrical circuits, making this experiment a potential tool for the experimental teaching of electromagnetism.","Dentre os diversos dispositivos tecnológicos desenvolvidos a partir do advento do eletromagnetismo, os geradores elétricos estão entre os que envolvem a maior parte de suas fundamentações teóricas, condensadas nas equações de Maxwell do eletromagnetismo. Considerando que são dispositivos do cotidiano dos estudantes, neste trabalho produziu-se um gerador elétrico didático de corrente alternada de baixo custo, no qual foi possível associar a geração da energia elétrica com as equações do eletromagnetismo que regem este fenômeno. Adicionalmente, estudou-se as grandezas relacionadas associando a força eletromotriz com potência e corrente elétricas em um circuito resistivo. Analisou-se a relação entre estas grandezas nos casos em que (i) não há carga ligada ao gerador, (ii) a frequência de rotação do gerador é mantida constante, (iii) a tensão nos terminais de uma carga resistiva é constante e (iv) o caso e que se fixa um valor de resistência e aumenta a frequência de rotação do gerador. Os resultados experimentais concordam com os fundamentos teóricos abordados nos cursos clássicos de eletromagnetismo. O experimento constituiu uma importante ferramenta para a associação dos conceitos teóricos abstratos com a intuição prática no ensino experimental do eletromagnetismo."
35,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100604&lang=pt,O Ensino de Física à luz dos livros didáticos (Da Reforma Capanema à Lei 5692/1971),2022,Livro didático # ensino entre 1940 e 1980 # legislação educacional # Textbook # teaching between 1940 and 1980 # educational legislation,"Four decades of Physics textbooks were researched, from 1940 to 1980, considering the history of school contents. We characterized the proposals for teaching Physics in Brazil, identifying the contexts of educational policies and their relations with editorial policies. The study considers textbooks, through their authors, their implicit and explicit educational objectives, their specific contents, and their proposals for the development of pedagogical activities. From the 1940s onwards, the textbook publishers and authors were concentrated in São Paulo, being public school teachers in the early periods (1940–1950) and teachers of preparatory courses for colleges entrance exams in the following decades (1960–1970), many of them with textbooks published for up to 3 (three) decades. Although three educational reforms took place in the period, differing by valuing theoretical scientific thinking (the 1940s); alignment of the physics themes with the physical science areas, and adding in its formulation the importance of the experimental character (the 1950s); technological and professional training (1960s/1970s), the proposal for teaching Physics implemented in textbooks by the same authorship changed very little, aiming to adapt it to each new legal demand. On the other hand, the arrival of the PSSC in Brazil represents a milestone for Physics teaching, leading to reflections that resulted in teaching projects in the early 1970s, all created in São Paulo, reflecting different forms of content development, from a more cultural view, with Physics very contextualized and the experimental character extensively explored, to projects with very theoretical and conceptual content, similar to the development of contents proposed in universities training physicists or physics teachers. It can be said that the 1970s was one of the richest periods in physics teaching propositions, with different visions of physics and teaching.","Foram pesquisadas quatro décadas de livros didáticos de Física, de 1940 a 1980, no âmbito da história dos conteúdos escolares, procurando caracterizar as propostas de ensino de Física no Brasil, identificando o contexto das políticas educacionais e suas relações com as políticas editoriais. O estudo considera os livros, através de seus autores, seus objetivos educacionais implícitos e explícitos, seus conteúdos específicos e suas propostas de desenvolvimento das atividades pedagógicas. A partir da década de 1940, o mercado editorial de livros didáticos e os autores se concentram em São Paulo, sendo professores de escolas públicas nos primeiros períodos (1940–1950) e professores de cursos preparatórios para o vestibular nas décadas seguintes (1960–1970), muitos deles com livros editados por até 3 (três) décadas. Embora tenham ocorrido no período três reformas educacionais, diferenciando-se por valorização do pensamento cientifico teórico (década de 1940); alinhamento dos temas da física com as áreas da ciência física e acrescentando em sua formulação a importância do caráter experimental (década de 1950); formação tecnológica e profissional (décadas de 1960/1970), a proposta de ensino de Física concretizada em livros de mesma autoria mudou muito pouco, visando a sua adequação a cada nova demanda legal. Por outro lado, a chegada do PSSC no Brasil representa um marco para o ensino da Física, levando às reflexões que resultaram em projetos de ensino no início dos anos 1970, todos com sede em São Paulo, refletindo formas distintas no desenvolvimento dos conteúdos, desde uma visão mais cultural, com a Física bastante contextualizada e o caráter experimental bastante explorado, até projetos com conteúdos bastante teóricos e conceituais, semelhante ao desenvolvimento dos conteúdos propostos em universidades de formação de físicos ou professores de física. Pode-se dizer que a década de 1970 foi um dos períodos mais ricos em termos de proposições em ensino de física, com diferentes visões de física e de ensino."
36,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100706&lang=pt,Levantamento de recursos e uma avaliação atual do Ensino de Astrofísica Estelar,2022,Estrelas # Levantamento # Estado da Arte # Ensino # Stars # Survey # State-of-the-art # Teaching,"Our knowledge about stars has fundamentally advanced over the last century and today we can describe the processes involved in their birth, evolution and death. However, the transposition of stellar scientific knowledge into the classroom has not been done in a broad way or has been done in general in a fragmented and partial way. We present here a survey of the work developed in recent decades for the teaching of Stellar Astrophysics (focused on the material available in Portuguese) in order to organize and facilitate the work of expanding the approach to this topic with students, particularly in basic education, in addition to some suggestions for applications that could enrich the work of teachers. We also present a critical assessment of the panorama within Brazilian education.","O conhecimento das estrelas avançou de maneira fundamental no último século, sendo que hoje podemos descrever os processos envolvidos em seu nascimento, evolução e morte. No entanto, a transposição do conhecimento científico estelar para a sala de aula não foi feita de maneira ampla ou tem sido feita em geral de forma fragmentada e parcial. Apresentamos aqui um levantamento sobre os trabalhos desenvolvidos nas últimas décadas para o ensino de Astrofísica Estelar (focado no material disponível em língua portuguesa) de modo a organizar e facilitar o trabalho da ampliação da abordagem deste tópico junto a estudantes, em particular no ensino básico, além de algumas sugestões de aplicações que poderão enriquecer o trabalho dos professores. Apresentamos também uma avaliação crítica do panorama dentro do ensino brasileiro."
37,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100609&lang=pt,Uma abordagem contextualizada da física no curso de engenharia ambiental e sanitária,2022,Ensino de Física # Engenharia # Teoria educacional de Dewey # Contextualização # Physics education # Engineering # Educational theory of Dewey # Contextualization,"In this paper, we present the elaboration process of an instructional unity consisting of classes using videos, experiments, exercises, tests, and lectures including questions or examples about practical situations, to illustrate theoretical discussions about thermodynamics and fluid mechanics, oriented to environmental and sanitary engineering. The theoretical frame adopted was the educational theory of Dewey, who defends the development of the student’s reasoning and critical thinking. The methodology involved data collection through questionnaires, applied to students and professionals from environmental and sanitary engineering, orienting the choice of activities in the context of their professional field to compose the instructional unity. The application of the activities took place during physics classes for second-year students in the environmental and sanitary engineering of a private university. The results indicated an increase in the students’ interest, measured by their intense interaction with the experiments and engagement in the discussions. The analysis of the student’s answers to an evaluation questionnaire shows that they valued the experience and recommended it for other courses or subjects.","Neste trabalho foi elaborada uma unidade de ensino, com aulas baseadas na utilização de vídeos, experimentos, exercícios, provas e seminários abordando questões e temas de situações práticas, para ilustrar discussões teóricas sobre termodinâmica e mecânica dos fluidos, direcionadas ao curso de Engenharia Ambiental e Sanitária. O referencial teórico adotado foi a teoria educacional de Dewey, que defende o desenvolvimento do raciocínio do estudante e de um pensamento crítico, por meio da interação entre pensamento e ação. A metodologia envolveu a coleta de dados por meio de questionários, aplicados a estudantes e profissionais da Engenharia Ambiental e Sanitária, que orientou a escolha de atividades contextualizadas com a sua realidade profissional. A aplicação da unidade de ensino ocorreu durante as aulas de Física para estudantes do terceiro período do curso de Engenharia Ambiental e Sanitária de uma faculdade particular. Os resultados indicam um aumento do interesse dos estudantes pela disciplina, demonstrado pela ampla interação com os experimentos e engajamento nas discussões. A análise das respostas a um questionário de avaliação mostra que os estudantes aprovaram a experiência e a recomendam para outros cursos ou disciplinas."
38,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100713&lang=pt,pyPEN: uma interface gráfica user-friendly para simulação Monte Carlo em física médica,2022,Física Médica # Simulação Monte Carlo # Ensino de física das radiações # Interface gráfica # Interação da radiação com a matéria # Medical Physics # Monte Carlo simulation # Radiation physics teaching # Graphical interface # Interaction of radiation with matter,"Monte Carlo (MC) simulation can be used in teaching the physics of ionizing radiation with applications in medical physics. However, the free MC codes available are not user-friendly for new and inexperienced users, limiting their use as an educational tool. This study focuses on the development of a user-friendly graphical interface for MC simulations with a focus on learning the interaction of ionizing radiation applied to Medical Physics. The interface is an executable file developed in Python 3.9. The interface serves as a frontend for the simulations performed by the PENELOPE v. 2014 code with the penEasy v. 2015 extension. Two types of simulations are available: (i) Particle tracking and (ii) Dose deposition. The results obtained in case (i) are presented graphically as three figures that show the trajectory of electrons, photons and positrons, respectively. For case (ii), the result is the dose as a function of the depth of a box-shaped volume. In summary, this interface, with simple geometry and fast simulations, in an interactive environment, offers a wide range of possibilities for understanding the interaction of radiation with matter, which is the basis of medical physics.","A simulação Monte Carlo (MC) pode ser usada no ensino da física das radiações ionizantes com aplicações em física médica. No entanto, os códigos MC livres disponíveis não são user-friendly para usuários novos e inexperientes, limitando sua utilização como ferramenta educacional. Este estudo se concentra no desenvolvimento de uma interface gráfica user-friendly para simulações MC com foco no aprendizado de interação da radiação ionizante aplicada à Física Médica. A interface é um arquivo executável desenvolvido em Python 3.9. A interface serve como frontend para as simulações realizadas pelo código PENELOPE v. 2014 com a extensão penEasy v. 2015. Dois tipos de simulações são disponibilizados (i) Tracking de partículas e (ii) Deposição de dose. Os resultados obtidos no caso (i) são apresentados graficamente em três figuras que mostram a trajetória de elétrons, fótons e pósitrons, respectivamente. Para o caso (ii), o resultado é a dose em função da profundidade de um volume na forma de caixa. Em resumo, esta interface, com geometria simples e simulações rápidas, em um ambiente interativo, oferece um grande leque de possibilidades para o entendimento da interação da radiação com a matéria, que é a base da física médica."
39,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172022000100401&lang=pt,Quebra espontânea de simetria e mecanismo de Higgs: uma abordagem a partir dos osciladores harmônico simples e anarmônico.,2022,Ensino médio # osciladores # quebra espontânea de simetria # campo de Higgs # High school # oscillators # spontaneous symmetry breaking # Higgs field,"This contribution sets out to present an advanced topic of major relevance in Physics: the spontaneous symmetry breaking, a crucial issue for the Higgs Mechanism, in a suitable approach for the high school level. The mathematical model of symmetry breaking is approached by exploiting the analogy between the simple harmonic and anharmonic oscillators. Next, we discuss how the Higgs boson’s physical mass arises from the oscillation of the Higgs oscillatory coordinate, here playing the role of the Higgs field. We also propose the use of a computer simulation, with the Modellus software , to compute the energy of the oscillators. The purpose of carrying out simulation is to render the learning process more efficient and to increase the action of the student.","Nesta contribuição, apresentamos um tema avançado de grande relevância na Física a quebra espontânea de simetria – fundamental para o chamado Mecanismo de Higgs – numa abordagem adequada ao ensino médio. O modelo matemático da quebra de simetria é abordado a partir da analogia entre os osciladores harmônico simples e anarmônico. Na sequência, discutimos como a massa física do bóson de Higgs surge a partir da oscilação da coordenada oscilatória de Higgs, aqui desempenhando o papel do campo de Higgs. Também propomos o uso de simulação computacional, utilizando o software Modellus , para estudar a energia dos osciladores. O objetivo de propor a simulação é tornar a aprendizagem mais eficiente e aumentar o protagonismo do aluno."
